Runs,Mins,BF,4s,6s,SR,Pos,Dismissed,Inns,Opposition,Ground,Start Date,MatchNo,Batter,Batting Style,Playing Role
17.0,-,51.0,1,0,33.33,3,1,1,v West Indies,Gros Islet,2017-06-09,ODI # 3884,Rahmat Shah,Right hand Bat,Allrounder
1.0,-,6.0,0,0,16.66,3,1,1,v West Indies,Gros Islet,2017-06-11,ODI # 3887,Rahmat Shah,Right hand Bat,Allrounder
50.0,-,75.0,3,1,66.66,3,1,1,v Ireland,Sharjah,2017-12-05,ODI # 3935,Rahmat Shah,Right hand Bat,Allrounder
32.0,-,43.0,2,0,74.41,3,1,2,v Ireland,Sharjah,2017-12-07,ODI # 3937,Rahmat Shah,Right hand Bat,Allrounder
44.0,-,66.0,3,1,66.66,3,1,1,v Ireland,Sharjah,2017-12-10,ODI # 3940,Rahmat Shah,Right hand Bat,Allrounder
114.0,-,110.0,8,4,103.63,3,1,1,v Zimbabwe,Sharjah,2018-02-09,ODI # 3972,Rahmat Shah,Right hand Bat,Allrounder
43.0,-,61.0,7,0,70.49,3,1,2,v Zimbabwe,Sharjah,2018-02-11,ODI # 3974,Rahmat Shah,Right hand Bat,Allrounder
56.0,-,52.0,9,1,107.69,3,1,2,v Zimbabwe,Sharjah,2018-02-13,ODI # 3975,Rahmat Shah,Right hand Bat,Allrounder
59.0,-,75.0,5,0,78.66,3,1,1,v Zimbabwe,Sharjah,2018-02-19,ODI # 3979,Rahmat Shah,Right hand Bat,Allrounder
7.0,21,14.0,0,0,50.00,3,1,1,v Scotland,Bulawayo,2018-03-04,ODI # 3983,Rahmat Shah,Right hand Bat,Allrounder
69.0,112,91.0,5,1,75.82,3,1,2,v Zimbabwe,Bulawayo,2018-03-06,ODI # 3988,Rahmat Shah,Right hand Bat,Allrounder
11.0,40,29.0,1,0,37.93,3,1,2,v Hong Kong,Bulawayo,2018-03-08,ODI # 3990,Rahmat Shah,Right hand Bat,Allrounder
68.0,148,109.0,5,1,62.38,3,1,2,v West Indies,Harare,2018-03-15,ODI # 3997,Rahmat Shah,Right hand Bat,Allrounder
16.0,41,20.0,2,0,80.00,3,1,2,v U.A.E.,Harare,2018-03-20,ODI # 4003,Rahmat Shah,Right hand Bat,Allrounder
12.0,36,23.0,1,0,52.17,3,1,2,v Ireland,Harare,2018-03-23,ODI # 4006,Rahmat Shah,Right hand Bat,Allrounder
51.0,-,78.0,4,0,65.38,3,1,2,v West Indies,Harare,2018-03-25,ODI # 4007,Rahmat Shah,Right hand Bat,Allrounder
29.0,50,29.0,4,0,100.00,4,1,1,v Ireland,Belfast,2018-08-27,ODI # 4032,Rahmat Shah,Right hand Bat,Allrounder
32.0,106,69.0,2,0,46.37,4,1,1,v Ireland,Belfast,2018-08-29,ODI # 4033,Rahmat Shah,Right hand Bat,Allrounder
33.0,37,35.0,5,0,94.28,3,1,2,v Ireland,Belfast,2018-08-31,ODI # 4035,Rahmat Shah,Right hand Bat,Allrounder
72.0,-,90.0,5,0,80.00,3,1,1,v Sri Lanka,Abu Dhabi,2018-09-17,ODI # 4038,Rahmat Shah,Right hand Bat,Allrounder
10.0,-,17.0,1,0,58.82,3,1,1,v Bangladesh,Abu Dhabi,2018-09-20,ODI # 4041,Rahmat Shah,Right hand Bat,Allrounder
36.0,-,51.0,2,0,70.58,3,1,1,v Pakistan,Abu Dhabi,2018-09-21,ODI # 4043,Rahmat Shah,Right hand Bat,Allrounder
1.0,-,9.0,0,0,11.11,3,1,2,v Bangladesh,Abu Dhabi,2018-09-23,ODI # 4045,Rahmat Shah,Right hand Bat,Allrounder
3.0,-,4.0,0,0,75.00,3,1,1,v India,Dubai (DSC),2018-09-25,ODI # 4046,Rahmat Shah,Right hand Bat,Allrounder
22.0,-,46.0,3,0,47.82,3,1,2,v Ireland,Dehradun,2019-02-28,ODI # 4100,Rahmat Shah,Right hand Bat,Allrounder
54.0,-,66.0,8,0,81.81,3,1,1,v Ireland,Dehradun,2019-03-02,ODI # 4101,Rahmat Shah,Right hand Bat,Allrounder
1.0,-,10.0,0,0,10.00,3,1,1,v Ireland,Dehradun,2019-03-05,ODI # 4105,Rahmat Shah,Right hand Bat,Allrounder
15.0,-,20.0,3,0,75.00,3,1,1,v Ireland,Dehradun,2019-03-08,ODI # 4108,Rahmat Shah,Right hand Bat,Allrounder
17.0,-,42.0,0,1,40.47,3,1,1,v Ireland,Dehradun,2019-03-10,ODI # 4110,Rahmat Shah,Right hand Bat,Allrounder
113.0,-,115.0,11,2,98.26,3,1,2,v Scotland,Edinburgh,2019-05-10,ODI # 4131,Rahmat Shah,Right hand Bat,Allrounder
4.0,18,12.0,0,0,33.33,3,1,2,v Ireland,Belfast,2019-05-19,ODI # 4139,Rahmat Shah,Right hand Bat,Allrounder
62.0,108,90.0,7,1,68.88,3,1,1,v Ireland,Belfast,2019-05-21,ODI # 4141,Rahmat Shah,Right hand Bat,Allrounder
43.0,86,60.0,6,0,71.66,3,1,1,v Australia,County Ground Bristol,2019-06-01,ODI # 4146,Rahmat Shah,Right hand Bat,Allrounder
2.0,18,11.0,0,0,18.18,3,1,2,v Sri Lanka,Sophia Gardens,2019-06-04,ODI # 4149,Rahmat Shah,Right hand Bat,Allrounder
0.0,10,4.0,0,0,0.00,3,1,1,v New Zealand,The Cooper Associates County Ground,2019-06-08,ODI # 4154,Rahmat Shah,Right hand Bat,Allrounder
6.0,32,22.0,1,0,27.27,3,1,1,v South Africa,Sophia Gardens,2019-06-15,ODI # 4160,Rahmat Shah,Right hand Bat,Allrounder
46.0,98,74.0,3,1,62.16,3,1,2,v England,Emirates Old Trafford,2019-06-18,ODI # 4163,Rahmat Shah,Right hand Bat,Allrounder
36.0,94,63.0,3,0,57.14,3,1,2,v India,The Rose Bowl,2019-06-22,ODI # 4169,Rahmat Shah,Right hand Bat,Allrounder
24.0,45,35.0,3,0,68.57,2,1,2,v Bangladesh,The Rose Bowl,2019-06-24,ODI # 4172,Rahmat Shah,Right hand Bat,Allrounder
35.0,54,43.0,5,0,81.39,1,1,1,v Pakistan,Headingley,2019-06-29,ODI # 4177,Rahmat Shah,Right hand Bat,Allrounder
62.0,112,78.0,10,0,79.48,2,1,2,v West Indies,Headingley,2019-07-04,ODI # 4184,Rahmat Shah,Right hand Bat,Allrounder
61.0,-,80.0,6,1,76.25,3,1,1,v West Indies,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2019-11-06,ODI # 4213,Rahmat Shah,Right hand Bat,Allrounder
33.0,-,54.0,4,0,61.11,3,1,2,v West Indies,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2019-11-09,ODI # 4214,Rahmat Shah,Right hand Bat,Allrounder
10.0,-,17.0,0,1,58.82,3,1,1,v West Indies,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2019-11-11,ODI # 4215,Rahmat Shah,Right hand Bat,Allrounder
3.0,12,9.0,0,0,33.33,3,1,1,v Ireland,Abu Dhabi,2021-01-21,ODI # 4271,Rahmat Shah,Right hand Bat,Allrounder
103.0,156,109.0,10,2,94.49,3,0,2,v Ireland,Abu Dhabi,2021-01-24,ODI # 4273,Rahmat Shah,Right hand Bat,Allrounder
2.0,12,9.0,0,0,22.22,3,1,1,v Ireland,Abu Dhabi,2021-01-26,ODI # 4275,Rahmat Shah,Right hand Bat,Allrounder
70.0,140,102.0,3,2,68.62,3,1,1,v Netherlands,Doha,2022-01-21,ODI # 4345,Rahmat Shah,Right hand Bat,Allrounder
35.0,-,54.0,3,0,64.81,3,1,1,v Netherlands,Doha,2022-01-23,ODI # 4348,Rahmat Shah,Right hand Bat,Allrounder
48.0,101,81.0,3,2,59.25,3,1,1,v Netherlands,Doha,2022-01-25,ODI # 4350,Rahmat Shah,Right hand Bat,Allrounder
34.0,84,69.0,3,0,49.27,3,1,1,v Bangladesh,Chattogram,2022-02-23,ODI # 4357,Rahmat Shah,Right hand Bat,Allrounder
52.0,115,71.0,4,0,73.23,1,1,2,v Bangladesh,Chattogram,2022-02-25,ODI # 4358,Rahmat Shah,Right hand Bat,Allrounder
47.0,82,67.0,3,0,70.14,3,1,2,v Bangladesh,Chattogram,2022-02-28,ODI # 4359,Rahmat Shah,Right hand Bat,Allrounder
94.0,154,120.0,7,3,78.33,3,1,1,v Zimbabwe,Harare,2022-06-04,ODI # 4397,Rahmat Shah,Right hand Bat,Allrounder
87.0,-,112.0,9,0,77.67,3,1,2,v Zimbabwe,Harare,2022-06-06,ODI # 4400,Rahmat Shah,Right hand Bat,Allrounder
17.0,-,32.0,2,0,53.12,3,1,2,v Zimbabwe,Harare,2022-06-09,ODI # 4403,Rahmat Shah,Right hand Bat,Allrounder
52.0,92,64.0,2,0,81.25,3,1,1,v Sri Lanka,Pallekele,2022-11-25,ODI # 4485,Rahmat Shah,Right hand Bat,Allrounder
58.0,104,78.0,7,0,74.35,3,1,1,v Sri Lanka,Pallekele,2022-11-27,ODI # 4488,Rahmat Shah,Right hand Bat,Allrounder
22.0,40,30.0,4,0,73.33,3,1,1,v Sri Lanka,Pallekele,2022-11-30,ODI # 4490,Rahmat Shah,Right hand Bat,Allrounder
55.0,135,80.0,3,0,68.75,3,1,2,v Sri Lanka,Hambantota,2023-06-02,ODI # 4579,Rahmat Shah,Right hand Bat,Allrounder
36.0,50,42.0,3,0,85.71,3,1,2,v Sri Lanka,Hambantota,2023-06-04,ODI # 4580,Rahmat Shah,Right hand Bat,Allrounder
7.0,13,11.0,1,0,63.63,3,1,1,v Sri Lanka,Hambantota,2023-06-07,ODI # 4583,Rahmat Shah,Right hand Bat,Allrounder
8.0,17,14.0,1,0,57.14,3,1,2,v Bangladesh,Chattogram,2023-07-05,ODI # 4615,Rahmat Shah,Right hand Bat,Allrounder
2.0,5,5.0,0,0,40.00,3,1,1,v Bangladesh,Chattogram,2023-07-08,ODI # 4619,Rahmat Shah,Right hand Bat,Allrounder
0.0,4,4.0,0,0,0.00,3,1,1,v Bangladesh,Chattogram,2023-07-11,ODI # 4621,Rahmat Shah,Right hand Bat,Allrounder
0.0,-,3.0,0,0,0.0,3,1,2,v Kenya,Sharjah,2013-10-02,ODI # 3417,Hashmatullah Shahidi,Left hand Bat,Top order Batter
13.0,-,19.0,0,0,68.42,5,0,2,v Kenya,Sharjah,2013-10-04,ODI # 3418,Hashmatullah Shahidi,Left hand Bat,Top order Batter
38.0,-,67.0,4,0,56.71,4,0,2,v Hong Kong,Kuala Lumpur,2014-05-01,ODI # 3487,Hashmatullah Shahidi,Left hand Bat,Top order Batter
3.0,-,7.0,0,0,42.85,4,1,1,v U.A.E.,Kuala Lumpur,2014-05-02,ODI # 3488,Hashmatullah Shahidi,Left hand Bat,Top order Batter
15.0,21,22.0,2,0,68.18,4,1,1,v Zimbabwe,Bulawayo,2014-07-18,ODI # 3503,Hashmatullah Shahidi,Left hand Bat,Top order Batter
11.0,25,18.0,0,0,61.11,4,1,1,v Zimbabwe,Bulawayo,2014-07-20,ODI # 3504,Hashmatullah Shahidi,Left hand Bat,Top order Batter
3.0,-,14.0,0,0,21.42,5,1,2,v Zimbabwe,Sharjah,2016-01-02,ODI # 3719,Hashmatullah Shahidi,Left hand Bat,Top order Batter
31.0,-,67.0,2,0,46.26,6,1,2,v Zimbabwe,Sharjah,2016-01-04,ODI # 3720,Hashmatullah Shahidi,Left hand Bat,Top order Batter
32.0,-,55.0,3,0,58.18,4,1,2,v Zimbabwe,Sharjah,2016-01-06,ODI # 3722,Hashmatullah Shahidi,Left hand Bat,Top order Batter
72.0,147,110.0,6,0,65.45,4,1,2,v Bangladesh,Mirpur,2016-09-25,ODI # 3781,Hashmatullah Shahidi,Left hand Bat,Top order Batter
14.0,40,29.0,1,0,48.27,4,1,2,v Bangladesh,Mirpur,2016-09-28,ODI # 3783,Hashmatullah Shahidi,Left hand Bat,Top order Batter
0.0,2,3.0,0,0,0.0,4,1,2,v Bangladesh,Mirpur,2016-10-01,ODI # 3786,Hashmatullah Shahidi,Left hand Bat,Top order Batter
21.0,55,44.0,1,0,47.72,5,1,1,v Zimbabwe,Harare,2017-02-16,ODI # 3835,Hashmatullah Shahidi,Left hand Bat,Top order Batter
2.0,3,1.0,0,0,200.0,10,0,1,v Zimbabwe,Harare,2017-02-19,ODI # 3837,Hashmatullah Shahidi,Left hand Bat,Top order Batter
12.0,34,20.0,1,0,60.0,5,1,1,v Zimbabwe,Harare,2017-02-24,ODI # 3840,Hashmatullah Shahidi,Left hand Bat,Top order Batter
32.0,-,32.0,4,0,100.0,5,1,1,v Ireland,Greater Noida,2017-03-15,ODI # 3850,Hashmatullah Shahidi,Left hand Bat,Top order Batter
23.0,50,45.0,3,0,51.11,5,1,1,v Ireland,Greater Noida,2017-03-22,ODI # 3853,Hashmatullah Shahidi,Left hand Bat,Top order Batter
54.0,110,82.0,3,0,65.85,5,1,1,v Ireland,Belfast,2018-08-27,ODI # 4032,Hashmatullah Shahidi,Left hand Bat,Top order Batter
2.0,17,11.0,0,0,18.18,5,1,1,v Ireland,Belfast,2018-08-29,ODI # 4033,Hashmatullah Shahidi,Left hand Bat,Top order Batter
34.0,52,44.0,5,0,77.27,4,0,2,v Ireland,Belfast,2018-08-31,ODI # 4035,Hashmatullah Shahidi,Left hand Bat,Top order Batter
37.0,-,52.0,2,0,71.15,5,1,1,v Sri Lanka,Abu Dhabi,2018-09-17,ODI # 4038,Hashmatullah Shahidi,Left hand Bat,Top order Batter
58.0,-,92.0,3,0,63.04,4,1,1,v Bangladesh,Abu Dhabi,2018-09-20,ODI # 4041,Hashmatullah Shahidi,Left hand Bat,Top order Batter
97.0,-,118.0,7,0,82.2,4,0,1,v Pakistan,Abu Dhabi,2018-09-21,ODI # 4043,Hashmatullah Shahidi,Left hand Bat,Top order Batter
71.0,-,99.0,5,0,71.71,4,1,2,v Bangladesh,Abu Dhabi,2018-09-23,ODI # 4045,Hashmatullah Shahidi,Left hand Bat,Top order Batter
0.0,-,3.0,0,0,0.0,4,1,1,v India,Dubai (DSC),2018-09-25,ODI # 4046,Hashmatullah Shahidi,Left hand Bat,Top order Batter
9.0,-,29.0,1,0,31.03,4,1,2,v Ireland,Dehradun,2019-02-28,ODI # 4100,Hashmatullah Shahidi,Left hand Bat,Top order Batter
52.0,-,78.0,4,0,66.66,4,1,1,v Ireland,Dehradun,2019-03-02,ODI # 4101,Hashmatullah Shahidi,Left hand Bat,Top order Batter
11.0,-,15.0,2,0,73.33,5,1,1,v Ireland,Dehradun,2019-03-05,ODI # 4105,Hashmatullah Shahidi,Left hand Bat,Top order Batter
59.0,-,60.0,6,0,98.33,4,0,2,v Scotland,Edinburgh,2019-05-10,ODI # 4131,Hashmatullah Shahidi,Left hand Bat,Top order Batter
12.0,28,31.0,1,0,38.7,5,1,2,v Ireland,Belfast,2019-05-19,ODI # 4139,Hashmatullah Shahidi,Left hand Bat,Top order Batter
47.0,81,48.0,4,1,97.91,5,1,1,v Ireland,Belfast,2019-05-21,ODI # 4141,Hashmatullah Shahidi,Left hand Bat,Top order Batter
18.0,56,34.0,3,0,52.94,4,1,1,v Australia,County Ground Bristol,2019-06-01,ODI # 4146,Hashmatullah Shahidi,Left hand Bat,Top order Batter
4.0,24,17.0,0,0,23.52,4,1,2,v Sri Lanka,Sophia Gardens,2019-06-04,ODI # 4149,Hashmatullah Shahidi,Left hand Bat,Top order Batter
59.0,143,99.0,9,0,59.59,4,1,1,v New Zealand,The Cooper Associates County Ground,2019-06-08,ODI # 4154,Hashmatullah Shahidi,Left hand Bat,Top order Batter
8.0,29,22.0,1,0,36.36,4,1,1,v South Africa,Sophia Gardens,2019-06-15,ODI # 4160,Hashmatullah Shahidi,Left hand Bat,Top order Batter
76.0,145,100.0,5,2,76.0,4,1,2,v England,Emirates Old Trafford,2019-06-18,ODI # 4163,Hashmatullah Shahidi,Left hand Bat,Top order Batter
21.0,53,45.0,2,0,46.66,4,1,2,v India,The Rose Bowl,2019-06-22,ODI # 4169,Hashmatullah Shahidi,Left hand Bat,Top order Batter
11.0,36,31.0,0,0,35.48,3,1,2,v Bangladesh,The Rose Bowl,2019-06-24,ODI # 4172,Hashmatullah Shahidi,Left hand Bat,Top order Batter
0.0,2,1.0,0,0,0.0,3,1,1,v Pakistan,Headingley,2019-06-29,ODI # 4177,Hashmatullah Shahidi,Left hand Bat,Top order Batter
82.0,138,100.0,8,1,82.0,4,1,2,v Ireland,Abu Dhabi,2021-01-24,ODI # 4273,Hashmatullah Shahidi,Left hand Bat,Top order Batter
10.0,32,25.0,0,0,40.0,4,1,1,v Ireland,Abu Dhabi,2021-01-26,ODI # 4275,Hashmatullah Shahidi,Left hand Bat,Top order Batter
73.0,132,94.0,4,2,77.65,4,1,1,v Netherlands,Doha,2022-01-21,ODI # 4345,Hashmatullah Shahidi,Left hand Bat,Top order Batter
54.0,-,80.0,1,2,67.5,4,1,1,v Netherlands,Doha,2022-01-23,ODI # 4348,Hashmatullah Shahidi,Left hand Bat,Top order Batter
28.0,73,40.0,1,0,70.0,4,1,1,v Netherlands,Doha,2022-01-25,ODI # 4350,Hashmatullah Shahidi,Left hand Bat,Top order Batter
28.0,56,43.0,3,1,65.11,4,1,1,v Bangladesh,Chattogram,2022-02-23,ODI # 4357,Hashmatullah Shahidi,Left hand Bat,Top order Batter
5.0,14,3.0,1,0,166.66,3,1,2,v Bangladesh,Chattogram,2022-02-25,ODI # 4358,Hashmatullah Shahidi,Left hand Bat,Top order Batter
2.0,11,7.0,0,0,28.57,4,1,2,v Bangladesh,Chattogram,2022-02-28,ODI # 4359,Hashmatullah Shahidi,Left hand Bat,Top order Batter
88.0,143,104.0,13,0,84.61,4,1,1,v Zimbabwe,Harare,2022-06-04,ODI # 4397,Hashmatullah Shahidi,Left hand Bat,Top order Batter
1.0,-,5.0,0,0,20.0,4,0,2,v Zimbabwe,Harare,2022-06-06,ODI # 4400,Hashmatullah Shahidi,Left hand Bat,Top order Batter
38.0,-,70.0,5,0,54.28,4,1,2,v Zimbabwe,Harare,2022-06-09,ODI # 4403,Hashmatullah Shahidi,Left hand Bat,Top order Batter
2.0,7,2.0,0,0,100.0,8,1,1,v Sri Lanka,Pallekele,2022-11-25,ODI # 4485,Hashmatullah Shahidi,Left hand Bat,Top order Batter
28.0,64,45.0,2,0,62.22,4,1,1,v Sri Lanka,Pallekele,2022-11-27,ODI # 4488,Hashmatullah Shahidi,Left hand Bat,Top order Batter
4.0,15,10.0,0,0,40.0,4,1,1,v Sri Lanka,Pallekele,2022-11-30,ODI # 4490,Hashmatullah Shahidi,Left hand Bat,Top order Batter
38.0,64,47.0,4,0,80.85,4,1,2,v Sri Lanka,Hambantota,2023-06-02,ODI # 4579,Hashmatullah Shahidi,Left hand Bat,Top order Batter
57.0,77,62.0,6,0,91.93,4,1,2,v Sri Lanka,Hambantota,2023-06-04,ODI # 4580,Hashmatullah Shahidi,Left hand Bat,Top order Batter
4.0,2,3.0,1,0,133.33,4,1,1,v Sri Lanka,Hambantota,2023-06-07,ODI # 4583,Hashmatullah Shahidi,Left hand Bat,Top order Batter
9.0,12,13.0,1,0,69.23,4,0,2,v Bangladesh,Chattogram,2023-07-05,ODI # 4615,Hashmatullah Shahidi,Left hand Bat,Top order Batter
2.0,7,7.0,0,0,28.57,4,1,1,v Bangladesh,Chattogram,2023-07-08,ODI # 4619,Hashmatullah Shahidi,Left hand Bat,Top order Batter
22.0,83,54.0,4,0,40.74,4,1,1,v Bangladesh,Chattogram,2023-07-11,ODI # 4621,Hashmatullah Shahidi,Left hand Bat,Top order Batter
58.0,94,64.0,3,3,90.62,3,1,1,v Scotland,Benoni,2009-04-19,ODI # 2842,Mohammad Nabi,Right hand Bat,Allrounder
8.0,12,13.0,1,0,61.53,7,1,2,v Netherlands,Amstelveen,2009-08-30,ODI # 2880,Mohammad Nabi,Right hand Bat,Allrounder
8.0,3,5.0,2,0,160.00,6,0,2,v Netherlands,Amstelveen,2009-09-01,ODI # 2881,Mohammad Nabi,Right hand Bat,Allrounder
8.0,-,5.0,1,0,160.00,7,1,1,v Canada,Sharjah,2010-02-16,ODI # 2957,Mohammad Nabi,Right hand Bat,Allrounder
62.0,-,57.0,3,5,108.77,8,1,1,v Canada,Sharjah,2010-02-18,ODI # 2959,Mohammad Nabi,Right hand Bat,Allrounder
15.0,21,12.0,0,1,125.00,6,0,2,v Canada,The Hague,2010-07-01,ODI # 3005,Mohammad Nabi,Right hand Bat,Allrounder
23.0,29,25.0,1,1,92.00,7,1,2,v Ireland,Rotterdam,2010-07-03,ODI # 3008,Mohammad Nabi,Right hand Bat,Allrounder
47.0,72,42.0,3,2,111.90,8,1,2,v Kenya,Amstelveen,2010-07-05,ODI # 3012,Mohammad Nabi,Right hand Bat,Allrounder
4.0,13,15.0,0,0,26.66,8,1,1,v Scotland,Rotterdam,2010-07-09,ODI # 3019,Mohammad Nabi,Right hand Bat,Allrounder
6.0,20,13.0,0,0,46.15,7,0,2,v Netherlands,Rotterdam,2010-07-10,ODI # 3024,Mohammad Nabi,Right hand Bat,Allrounder
2.0,9,8.0,0,0,25.00,7,1,1,v Scotland,Ayr,2010-08-17,ODI # 3035,Mohammad Nabi,Right hand Bat,Allrounder
0.0,-,4.0,0,0,0.00,5,1,2,v Kenya,Nairobi (Gym),2010-10-07,ODI # 3052,Mohammad Nabi,Right hand Bat,Allrounder
23.0,-,18.0,4,1,127.77,7,0,2,v Kenya,Nairobi (Gym),2010-10-09,ODI # 3053,Mohammad Nabi,Right hand Bat,Allrounder
60.0,-,69.0,3,3,86.95,7,1,1,v Kenya,Nairobi (Gym),2010-10-11,ODI # 3055,Mohammad Nabi,Right hand Bat,Allrounder
